Avangard Omsk;2022‑2023;Alex Broadhurst
Avangard Omsk;2022‑2023;Nikita Mikhailov
Avangard Omsk;2022‑2023;Fedor Malykhin
Avangard Omsk;2022‑2023;Ivan Telegin
Avangard Omsk;2022‑2023;Arseni Gritsyuk
Avangard Omsk;2022‑2023;Vladimir Bryukvin
Avangard Omsk;2022‑2023;Dmitry Shevchenko
Avangard Omsk;2022‑2023;Nikita Kholodilin
Avangard Omsk;2022‑2023;Sergei Alkhimov
Avangard Omsk;2022‑2023;Semyon Astashevsky
Avangard Omsk;2022‑2023;Yegor Kruzhenkov
Avangard Omsk;2022‑2023;Ivan Miroshnichenko
Avangard Omsk;2022‑2023;Gleb Trikozov
Avangard Omsk;2022‑2023;Timur Mukhanov
Avangard Omsk;2022‑2023;Evgeny Orlov
Avangard Omsk;2022‑2023;Corban Knight
Avangard Omsk;2022‑2023;Reid Boucher
Avangard Omsk;2022‑2023;Alexander Dergachyov
Avangard Omsk;2022‑2023;Nail Yakupov
Avangard Omsk;2022‑2023;Vladimir Zharkov
Avtomobilist Yekaterinburg;2022‑2023;Georgy Romanov
Avtomobilist Yekaterinburg;2022‑2023;Johan Mattsson
Avtomobilist Yekaterinburg;2022‑2023;Igor Bobkov
Avtomobilist Yekaterinburg;2022‑2023;Vladimir Galkin
Avtomobilist Yekaterinburg;2022‑2023;Alexei Vasilevsky
Avtomobilist Yekaterinburg;2022‑2023;Denis Barantsev
Avtomobilist Yekaterinburg;2022‑2023;Yaroslav Trofimov
Avtomobilist Yekaterinburg;2022‑2023;Nick Ebert
Avtomobilist Yekaterinburg;2022‑2023;Alexander Sevostyanov
Avtomobilist Yekaterinburg;2022‑2023;Sergei Zborovsky
Avtomobilist Yekaterinburg;2022‑2023;Alexander Shchemerov
Avtomobilist Yekaterinburg;2022‑2023;Valeri Sitnikov
Avtomobilist Yekaterinburg;2022‑2023;Daniil Valitov
Avtomobilist Yekaterinburg;2022‑2023;Yegor Plitin
Avtomobilist Yekaterinburg;2022‑2023;Efim Gurkin
Avtomobilist Yekaterinburg;2022‑2023;Jesse Blacker
Avtomobilist Yekaterinburg;2022‑2023;Nikita Tryamkin
Avtomobilist Yekaterinburg;2022‑2023;Pavel Voronkov
Avtomobilist Yekaterinburg;2022‑2023;Denis Yerkin
Avtomobilist Yekaterinburg;2022‑2023;Oleg Li
Avtomobilist Yekaterinburg;2022‑2023;Semyon Kizimov
Avtomobilist Yekaterinburg;2022‑2023;Andrei Obidin
Avtomobilist Yekaterinburg;2022‑2023;Daniil Romantsev
Avtomobilist Yekaterinburg;2022‑2023;Daniil Tarasov
Avtomobilist Yekaterinburg;2022‑2023;Viktor Neuchev
Avtomobilist Yekaterinburg;2022‑2023;Stepan Khripunov
Avtomobilist Yekaterinburg;2022‑2023;Arsen Khisamutdinov
Avtomobilist Yekaterinburg;2022‑2023;Patrice Cormier
Avtomobilist Yekaterinburg;2022‑2023;Stephane Da Costa
Avtomobilist Yekaterinburg;2022‑2023;Brooks Macek
Avtomobilist Yekaterinburg;2022‑2023;Alexei Makeyev
Avtomobilist Yekaterinburg;2022‑2023;Anatoli Golyshev
Avtomobilist Yekaterinburg;2022‑2023;Curtis Valk
Avtomobilist Yekaterinburg;2022‑2023;Georgy Belousov
Avtomobilist Yekaterinburg;2022‑2023;Sergei Shirokov
Avtomobilist Yekaterinburg;2022‑2023;Vladimir Kuznetsov
Avtomobilist Yekaterinburg;2022‑2023;Pavel Kulikov
Avtomobilist Yekaterinburg;2022‑2023;Vasili Filyayev
Avtomobilist Yekaterinburg;2022‑2023;Maxim Denezhkin
Avtomobilist Yekaterinburg;2022‑2023;Yegor Baranov
Avtomobilist Yekaterinburg;2022‑2023;Nikita Blednov
Avtomobilist Yekaterinburg;2022‑2023;Maxim Rasseikin
Avtomobilist Yekaterinburg;2022‑2023;Dmitri Zhukenov
Barys Nur-Sultan;2022‑2023;Julius Hudacek
Barys Nur-Sultan;2022‑2023;Andrei Shutov
Barys Nur-Sultan;2022‑2023;Nikita Boyarkin
Barys Nur-Sultan;2022‑2023;Samat Daniyar
Barys Nur-Sultan;2022‑2023;Nelson Nogier
Barys Nur-Sultan;2022‑2023;Tamirlan Gaitamirov
Barys Nur-Sultan;2022‑2023;Alex Grant
Barys Nur-Sultan;2022‑2023;Alexander Borisevich
Barys Nur-Sultan;2022‑2023;Emil Nurgaliyev
Barys Nur-Sultan;2022‑2023;Chris Bigras
Barys Nur-Sultan;2022‑2023;Jesse Graham
Barys Nur-Sultan;2022‑2023;Ivan Mischenko
Barys Nur-Sultan;2022‑2023;Mikhail Grigoryev
Barys Nur-Sultan;2022‑2023;Yuri Sergiyenko
Barys Nur-Sultan;2022‑2023;Yegor Shalapov
Barys Nur-Sultan;2022‑2023;Vladislav Syomin
Barys Nur-Sultan;2022‑2023;Maxim Mineyev
Barys Nur-Sultan;2022‑2023;Michael Chaput
Barys Nur-Sultan;2022‑2023;Ansar Shaikhmeddenov
Barys Nur-Sultan;2022‑2023;Nikita Mikhailis
Barys Nur-Sultan;2022‑2023;Dmitry Shevchenko
Barys Nur-Sultan;2022‑2023;Anthony Louis
Barys Nur-Sultan;2022‑2023;Linden Vey
Barys Nur-Sultan;2022‑2023;Kirill Maximov
Barys Nur-Sultan;2022‑2023;Dias Guseinov
Barys Nur-Sultan;2022‑2023;Dinmukhamed Kaiyrzhan
Barys Nur-Sultan;2022‑2023;Alikhan Asetov
Barys Nur-Sultan;2022‑2023;Dmitry Gurkov
Barys Nur-Sultan;2022‑2023;Arkadi Shestakov
Barys Nur-Sultan;2022‑2023;Yegor Petukhov
Barys Nur-Sultan;2022‑2023;Anton Sagadeyev
Barys Nur-Sultan;2022‑2023;Kirill Savitsky
Barys Nur-Sultan;2022‑2023;Adil Beketayev
Barys Nur-Sultan;2022‑2023;Mikhail Rakhmanov
Barys Nur-Sultan;2022‑2023;Jeremy Bracco
Barys Nur-Sultan;2022‑2023;Batyrlan Muratov
CSKA Moscow;2022‑2023;Alexander Sharychenkov
CSKA Moscow;2022‑2023;Adam Reideborn
CSKA Moscow;2022‑2023;Vsevolod Skotnikov
CSKA Moscow;2022‑2023;Dmitry Gamzin
CSKA Moscow;2022‑2023;Christian Jaros
CSKA Moscow;2022‑2023;Vladimir Grudinin
CSKA Moscow;2022‑2023;Dmitry Alexeyev
CSKA Moscow;2022‑2023;Bogdan Kiselevich
CSKA Moscow;2022‑2023;Artem Duda
CSKA Moscow;2022‑2023;Fredrik Claesson
CSKA Moscow;2022‑2023;Darren Dietz
CSKA Moscow;2022‑2023;Yaroslav Dyblenko
CSKA Moscow;2022‑2023;Nikita Nesterov
CSKA Moscow;2022‑2023;Artyom Sergeyev
CSKA Moscow;2022‑2023;Yegor Bryutov
CSKA Moscow;2022‑2023;Vladislav Provolnev
CSKA Moscow;2022‑2023;Roman Kalinichenko
CSKA Moscow;2022‑2023;Nikolai Makarov
CSKA Moscow;2022‑2023;Maxim Mamin
CSKA Moscow;2022‑2023;Maxim Sorkin
CSKA Moscow;2022‑2023;Vsevolod Gaidamak
CSKA Moscow;2022‑2023;Prokhor Poltapov
CSKA Moscow;2022‑2023;Andrei Svetlakov
CSKA Moscow;2022‑2023;Pavel Karnaukhov
CSKA Moscow;2022‑2023;Anton Slepyshev
CSKA Moscow;2022‑2023;Vladislav Kamenev
CSKA Moscow;2022‑2023;Vladimir Bryukvin
CSKA Moscow;2022‑2023;Takhir Mingachyov
CSKA Moscow;2022‑2023;Konstantin Okulov
CSKA Moscow;2022‑2023;Mikhail Grigorenko
CSKA Moscow;2022‑2023;Vitaly Abramov
CSKA Moscow;2022‑2023;Sergei Plotnikov
CSKA Moscow;2022‑2023;Matvei Guskov
CSKA Moscow;2022‑2023;Semyon Pankratov
CSKA Moscow;2022‑2023;Vasily Dronyk
CSKA Moscow;2022‑2023;Danil Yurtaikin
CSKA Moscow;2022‑2023;Kirill Dolzhenkov
CSKA Moscow;2022‑2023;Danila Khulapov
CSKA Moscow;2022‑2023;Matvei Vasin
CSKA Moscow;2022‑2023;Yegor Kuzminov
CSKA Moscow;2022‑2023;Maxim Kirileichenko
Dinamo Minsk;2022‑2023;Konstantin Shostak
Dinamo Minsk;2022‑2023;Alexei Kolosov
Dinamo Minsk;2022‑2023;Ilya Shinkevich
Dinamo Minsk;2022‑2023;Oleg Pozhigan
Dinamo Minsk;2022‑2023;Dmitri Korobov
Dinamo Minsk;2022‑2023;Alexei Emelin
Dinamo Minsk;2022‑2023;Timofei Kovgoreniya
Dinamo Minsk;2022‑2023;Dmitry Deryabin
Dinamo Minsk;2022‑2023;Joseph Duszak
Dinamo Minsk;2022‑2023;Nikita Zorkin
Dinamo Minsk;2022‑2023;Shawn Lalonde
Dinamo Minsk;2022‑2023;John Gilmour
Dinamo Minsk;2022‑2023;Ilya Sushko
Dinamo Minsk;2022‑2023;Mark Barberio
Dinamo Minsk;2022‑2023;Nikita Pyshkaylo
Dinamo Minsk;2022‑2023;Cedric Paquette
Dinamo Minsk;2022‑2023;Roman Gorbunov
Dinamo Minsk;2022‑2023;Vitali Pinchuk
Dinamo Minsk;2022‑2023;Vladimir Alistrov
Dinamo Minsk;2022‑2023;Igor Martynov
Dinamo Minsk;2022‑2023;Sergei Shumakov
Dinamo Minsk;2022‑2023;Sergei Kuznetsov
Dinamo Minsk;2022‑2023;Stepan Zvyagin
Dinamo Minsk;2022‑2023;Pavel Varfolomeyev
Dinamo Minsk;2022‑2023;Dmitry Buinitsky
Dinamo Minsk;2022‑2023;Mikhail Shalagin
Dinamo Minsk;2022‑2023;Vadim Moroz
Dinamo Minsk;2022‑2023;Yegor Ignatenko
Dinamo Minsk;2022‑2023;Yegor Klavdiev
Dinamo Minsk;2022‑2023;Daniil Sotishvili
Dinamo Minsk;2022‑2023;Miroslav Mikhalyov
Dinamo Minsk;2022‑2023;Sergei Sapego
Dinamo Minsk;2022‑2023;Brandon Kozun
Dinamo Minsk;2022‑2023;Denis Mosalev
Dinamo Minsk;2022‑2023;Artem Demkov
Dinamo Minsk;2022‑2023;Dmitri Sokolov
Dinamo Minsk;2022‑2023;Ryan Spooner
Dinamo Minsk;2022‑2023;Valentin Demchenko
Dinamo Minsk;2022‑2023;Nicholas Merkley
Dynamo Moscow;2022‑2023;Ilya Konovalov
Dynamo Moscow;2022‑2023;Konstantin Volkov
Dynamo Moscow;2022‑2023;Sergei Boikov
Dynamo Moscow;2022‑2023;Andrei Pribylsky
Dynamo Moscow;2022‑2023;Anton Malyshev
Dynamo Moscow;2022‑2023;Vladislav Churkin
Dynamo Moscow;2022‑2023;Andrei Mironov
Dynamo Moscow;2022‑2023;Artyom Volkov
Dynamo Moscow;2022‑2023;Nikita Novikov
Dynamo Moscow;2022‑2023;Kirill Gotovets
Dynamo Moscow;2022‑2023;Yegor Martynov
Dynamo Moscow;2022‑2023;Yegor Zaitsev
Dynamo Moscow;2022‑2023;Brennan Menell
Dynamo Moscow;2022‑2023;Maxim Sushko
Dynamo Moscow;2022‑2023;Daniil Davydov
Dynamo Moscow;2022‑2023;Yegor Bryzgalov
Dynamo Moscow;2022‑2023;Igor Chernyshov
Dynamo Moscow;2022‑2023;Jordan Weal
Dynamo Moscow;2022‑2023;Jakob Lilja
Dynamo Moscow;2022‑2023;Ivan Muranov
Dynamo Moscow;2022‑2023;Maxim Dzhioshvili
Dynamo Moscow;2022‑2023;Ilya Kablukov
Dynamo Moscow;2022‑2023;Pavel Kudryavtsev
Dynamo Moscow;2022‑2023;Ivan Igumnov
Dynamo Moscow;2022‑2023;Vladislav Mikhailov
Dynamo Moscow;2022‑2023;Alexei Potapov
Dynamo Moscow;2022‑2023;Dmitry Rashevsky
Dynamo Moscow;2022‑2023;Bogdan Trineyev
Dynamo Moscow;2022‑2023;Vladislav Yefremov
Dynamo Moscow;2022‑2023;Eric O'Dell
Dynamo Moscow;2022‑2023;Vladislav Kodola
Dynamo Moscow;2022‑2023;Alexander Skorenov
Dynamo Moscow;2022‑2023;Nikita Buruyanov
Dynamo Moscow;2022‑2023;Andrei Nikonov
HK Sochi;2022‑2023;Artemi Pleshkov
HK Sochi;2022‑2023;Mikhail Berdin
HK Sochi;2022‑2023;Maxim Tretiak
HK Sochi;2022‑2023;Alexei Melnichuk
HK Sochi;2022‑2023;Yegor Sobolevsky
HK Sochi;2022‑2023;Dmitry Utkin
HK Sochi;2022‑2023;Sergei Kosovets
HK Sochi;2022‑2023;Semyon Ibragimov
HK Sochi;2022‑2023;Nikita Vashchenko
HK Sochi;2022‑2023;Vasili Machulin
HK Sochi;2022‑2023;Nikita Dimitrov
HK Sochi;2022‑2023;Vadim Kudako
HK Sochi;2022‑2023;Yuri Alexandrov
HK Sochi;2022‑2023;Fyodor Kroshchinsky
HK Sochi;2022‑2023;Joe Morrow
HK Sochi;2022‑2023;Anton Novikov
HK Sochi;2022‑2023;Nikita Zorkin
HK Sochi;2022‑2023;Danila Galenyuk
HK Sochi;2022‑2023;Nikita Pivtsakin
HK Sochi;2022‑2023;Brandon Gormley
HK Sochi;2022‑2023;Nikita Ushnev
HK Sochi;2022‑2023;Artur Tyanulin
HK Sochi;2022‑2023;Nikita Popugayev
HK Sochi;2022‑2023;Timur Khafizov
HK Sochi;2022‑2023;Amir Garayev
HK Sochi;2022‑2023;Vasily Glotov
HK Sochi;2022‑2023;Artyom Ivanyuzhenkov
HK Sochi;2022‑2023;Matvei Michkov
HK Sochi;2022‑2023;Evgeny Kamensky
HK Sochi;2022‑2023;Ruslan Aliyev
HK Sochi;2022‑2023;Kirill Petkov
HK Sochi;2022‑2023;Sergei Popov
HK Sochi;2022‑2023;Dmitry Zavgorodny
HK Sochi;2022‑2023;Nikita Feoktistov
HK Sochi;2022‑2023;Andrei Altybarmakyan
HK Sochi;2022‑2023;Artyom Nikolayev
HK Sochi;2022‑2023;Ivan Didkovsky
HK Sochi;2022‑2023;Nikita Tochitsky
HK Sochi;2022‑2023;Yegor Samoilov
HK Sochi;2022‑2023;Alexander Kulagin
HK Sochi;2022‑2023;Alexander Gordin
HK Sochi;2022‑2023;Yegor Babenko
HK Sochi;2022‑2023;Donat Stalnov
HK Sochi;2022‑2023;Daniil Avershin
HK Sochi;2022‑2023;Mikhail Abramov
HK Sochi;2022‑2023;Artyom Fyodorov
HK Sochi;2022‑2023;Roman Yuzbashyan
HK Sochi;2022‑2023;Tigran Yarulin
Kunlun Red Star;2022‑2023;Jeremy Smith
Kunlun Red Star;2022‑2023;Matt Jurusik
Kunlun Red Star;2022‑2023;Alexei Murygin
Kunlun Red Star;2022‑2023;Zehao Sun
Kunlun Red Star;2022‑2023;Kyle Wood
Kunlun Red Star;2022‑2023;Zach Leslie
Kunlun Red Star;2022‑2023;Jake Chelios
Kunlun Red Star;2022‑2023;Dmitri Kostenko
Kunlun Red Star;2022‑2023;Doyle Somerby
Kunlun Red Star;2022‑2023;Jason Fram
Kunlun Red Star;2022‑2023;Vincent LoVerde
Kunlun Red Star;2022‑2023;Ryan Sproul
Kunlun Red Star;2022‑2023;Ty Schultz
Kunlun Red Star;2022‑2023;Simon Chen
Kunlun Red Star;2022‑2023;Liam Ross
Kunlun Red Star;2022‑2023;Ruinan Yan
Kunlun Red Star;2022‑2023;Ivan Lisin
Kunlun Red Star;2022‑2023;Matteo Gennaro
Kunlun Red Star;2022‑2023;Kristian Afanasyev
Kunlun Red Star;2022‑2023;Devin Brosseau
Kunlun Red Star;2022‑2023;Zesen Zhang
Kunlun Red Star;2022‑2023;Alexander Perevalov
Kunlun Red Star;2022‑2023;Alex Riche
Kunlun Red Star;2022‑2023;Jianing Guo
Kunlun Red Star;2022‑2023;Cliff Pu
Kunlun Red Star;2022‑2023;Brandon Yip
Kunlun Red Star;2022‑2023;Tomas Jurco
Kunlun Red Star;2022‑2023;Parker Foo
Kunlun Red Star;2022‑2023;German Tochilkin
Kunlun Red Star;2022‑2023;Cory Kane
Kunlun Red Star;2022‑2023;Colin Campbell
Kunlun Red Star;2022‑2023;Luke Lockhart
Kunlun Red Star;2022‑2023;Josh Nicholls
Kunlun Red Star;2022‑2023;Brett Pollock
Kunlun Red Star;2022‑2023;Ethan Werek
Kunlun Red Star;2022‑2023;Garet Hunt
Kunlun Red Star;2022‑2023;Jack Rodewald
Kunlun Red Star;2022‑2023;Tyler Wong
Lokomotiv Yaroslavl;2022‑2023;Daniil Isaev
Lokomotiv Yaroslavl;2022‑2023;Ivan Bocharov
Lokomotiv Yaroslavl;2022‑2023;Sergei Murashov
Lokomotiv Yaroslavl;2022‑2023;Alexei Marchenko
Lokomotiv Yaroslavl;2022‑2023;Alexander Yelesin
Lokomotiv Yaroslavl;2022‑2023;Andrei Sergeyev
Lokomotiv Yaroslavl;2022‑2023;Daniil Misyul
Lokomotiv Yaroslavl;2022‑2023;Alexei Kozhevnikov
Lokomotiv Yaroslavl;2022‑2023;Dmitry Simashev
Lokomotiv Yaroslavl;2022‑2023;Roman Bychkov
Lokomotiv Yaroslavl;2022‑2023;Anton Lukichev
Lokomotiv Yaroslavl;2022‑2023;Raul Akmaldinov
Lokomotiv Yaroslavl;2022‑2023;Maxim Osipov
Lokomotiv Yaroslavl;2022‑2023;Nikita Cherepanov
Lokomotiv Yaroslavl;2022‑2023;Rushan Rafikov
Lokomotiv Yaroslavl;2022‑2023;Maxim Shalunov
Lokomotiv Yaroslavl;2022‑2023;Artur Kayumov
Lokomotiv Yaroslavl;2022‑2023;Georgy Ivanov
Lokomotiv Yaroslavl;2022‑2023;Maxim Beryozkin
Lokomotiv Yaroslavl;2022‑2023;Yegor Averin
Lokomotiv Yaroslavl;2022‑2023;Stepan Nikulin
Lokomotiv Yaroslavl;2022‑2023;Alexander Polunin
Lokomotiv Yaroslavl;2022‑2023;Pavel Kraskovsky
Lokomotiv Yaroslavl;2022‑2023;Mikhail Belyayev
Lokomotiv Yaroslavl;2022‑2023;Ivan Chekhovich
Lokomotiv Yaroslavl;2022‑2023;Sergei Andronov
Lokomotiv Yaroslavl;2022‑2023;Denis Alexeyev
Lokomotiv Yaroslavl;2022‑2023;Artyom Ilyenko
Lokomotiv Yaroslavl;2022‑2023;Daniil Tesanov
Lokomotiv Yaroslavl;2022‑2023;Alexander Volkov
Lokomotiv Yaroslavl;2022‑2023;Daniil But
Lokomotiv Yaroslavl;2022‑2023;Yegor Korshkov
Lokomotiv Yaroslavl;2022‑2023;Pavel Tyutnev
Lokomotiv Yaroslavl;2022‑2023;Mikhail Varnakov
Lokomotiv Yaroslavl;2022‑2023;Yeremei Shumilin
Metallurg Magnitogorsk;2022‑2023;Vasily Koshechkin
Metallurg Magnitogorsk;2022‑2023;Eddie Pasquale
Metallurg Magnitogorsk;2022‑2023;Ilya Nabokov
Metallurg Magnitogorsk;2022‑2023;Alexei Maklyukov
Metallurg Magnitogorsk;2022‑2023;Artyom Zemchyonok
Metallurg Magnitogorsk;2022‑2023;Kirill Zhukov
Metallurg Magnitogorsk;2022‑2023;Ila Khokhlov
Metallurg Magnitogorsk;2022‑2023;Valery Orekhov
Metallurg Magnitogorsk;2022‑2023;Ilya Nikolayev
Metallurg Magnitogorsk;2022‑2023;Vladislav Yeryomenko
Metallurg Magnitogorsk;2022‑2023;Yaroslav Khabarov
Metallurg Magnitogorsk;2022‑2023;Yegor Yakovlev
Metallurg Magnitogorsk;2022‑2023;Bogdan Krokhalyov
Metallurg Magnitogorsk;2022‑2023;Kodie Curran
Metallurg Magnitogorsk;2022‑2023;Artyom Minulin
Metallurg Magnitogorsk;2022‑2023;Grigory Dronov
Metallurg Magnitogorsk;2022‑2023;Denis Zernov
Metallurg Magnitogorsk;2022‑2023;Danila Yurov
Metallurg Magnitogorsk;2022‑2023;Maxim Karpov
Metallurg Magnitogorsk;2022‑2023;Yegor Korobkin
Metallurg Magnitogorsk;2022‑2023;Mikhail Fisenko
Metallurg Magnitogorsk;2022‑2023;Pavel Akolzin
Metallurg Magnitogorsk;2022‑2023;Brendan Leipsic
Metallurg Magnitogorsk;2022‑2023;Philippe Maillet
Metallurg Magnitogorsk;2022‑2023;Nikolai Goldobin
Metallurg Magnitogorsk;2022‑2023;Nikita Korostelev
Metallurg Magnitogorsk;2022‑2023;Josh Currie
Metallurg Magnitogorsk;2022‑2023;Arkhip Nekolenko
Metallurg Magnitogorsk;2022‑2023;Yury Platonov
